R Dist to Wall,R Dist to Fruit,R Dist to Body,R/U Dist to Wall,R/U Dist to Fruit ,R/U Dist to Body,U Dist to Wall,U Dist to Fruit ,U Dist to Body,U/L Dist to Wall,U/L Dist to Fruit ,U/L Dist to Body,L Dist to Wall,L Dist to Fruit ,L Dist to Body,L/D Dist to Wall,L/D Dist to Fruit ,L/D Dist to Body,D Dist to Wall,D Dist to Fruit ,D Dist to Body,D/R Dist to Wall,D/R Dist to Fruit ,D/R Dist to Body,Output
0.527777778,100,100,0.322987597,100,100,0.722222222,100,100,0.322987597,100,100,0.444444444,100,100,0.099380799,100,100,0.222222222,100,0,0.099380799,100,0.0248452,1
0.527777778,100,100,0.298142397,100,100,0.666666667,100,100,0.298142397,100,100,0.444444444,100,100,0.124225999,100,100,0.277777778,100,0,0.124225999,100,0.049690399,1
0.527777778,100,100,0.273297197,100,100,0.611111111,100,100,0.273297197,100,100,0.444444444,0.194444444,100,0.149071198,100,100,0.333333333,100,0,0.149071198,100,0.074535599,1
0.555555556,100,0,0.273297197,100,100,0.611111111,100,100,0.273297197,100,100,0.416666667,0.166666667,100,0.149071198,100,100,0.333333333,100,100,0.149071198,100,0,2
0.583333333,100,0,0.273297197,100,100,0.611111111,100,100,0.273297197,100,100,0.388888889,0.138888889,100,0.149071198,100,100,0.333333333,100,100,0.149071198,100,0.0248452,2
0.611111111,100,0,0.273297197,100,100,0.611111111,100,100,0.273297197,100,100,0.361111111,0.111111111,100,0.149071198,100,100,0.333333333,100,100,0.149071198,100,0.049690399,2
0.638888889,100,0,0.273297197,100,100,0.611111111,100,100,0.273297197,100,100,0.333333333,0.083333333,100,0.149071198,100,100,0.333333333,100,100,0.149071198,100,0.074535599,2
0.666666667,100,0,0.273297197,100,100,0.611111111,100,100,0.273297197,100,100,0.305555556,0.055555556,100,0.149071198,100,100,0.333333333,100,100,0.149071198,100,100,2
0.694444444,100,0,0.273297197,100,100,0.611111111,100,100,0.248451997,100,100,0.277777778,0.027777778,100,0.149071198,100,100,0.333333333,100,100,0.149071198,100,100,2
0.722222222,100,0,0.273297197,100,100,0.611111111,100,100,0.223606798,100,100,0.25,0,100,0.149071198,100,100,0.333333333,100,100,0.149071198,100,100,2
0.75,100,0,0.273297197,100,100,0.611111111,100,100,0.198761598,100,100,0.222222222,100,100,0.149071198,100,100,0.333333333,100,100,0.149071198,100,100,2
0.75,100,100,0.248451997,100,100,0.555555556,100,100,0.198761598,100,100,0.222222222,100,100,0.173916398,100,100,0.388888889,0,0,0.173916398,100,0,1
0.75,100,100,0.223606798,100,100,0.5,100,100,0.198761598,100,100,0.222222222,100,100,0.198761598,100,100,0.444444444,100,0,0.198761598,100,0.0248452,1
0.75,100,100,0.198761598,100,100,0.444444444,100,100,0.198761598,100,100,0.222222222,100,100,0.198761598,100,100,0.5,100,0,0.223606798,100,0.049690399,1
0.75,100,100,0.173916398,100,100,0.388888889,100,100,0.173916398,100,100,0.222222222,100,100,0.198761598,100,100,0.555555556,100,0,0.248451997,100,0.074535599,1
0.75,100,100,0.149071198,100,100,0.333333333,100,100,0.149071198,100,100,0.222222222,100,100,0.198761598,100,100,0.611111111,100,0,0.273297197,100,0.099380799,1
0.75,100,100,0.124225999,100,100,0.277777778,100,100,0.124225999,100,100,0.222222222,100,100,0.198761598,100,100,0.666666667,100,0,0.298142397,100,0.124225999,1
0.75,0.722222222,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.222222222,100,100,0.198761598,100,100,0.722222222,100,0,0.322987597,100,0.149071198,1
0.722222222,0.694444444,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.25,100,0,0.223606798,100,0,0.722222222,100,0.333333333,0.322987597,100,0.149071198,0
0.694444444,0.666666667,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.277777778,100,0,0.248451997,100,0.0248452,0.722222222,100,0.333333333,0.322987597,100,100,0
0.666666667,0.638888889,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.305555556,100,0,0.273297197,100,0.049690399,0.722222222,100,0.333333333,0.322987597,100,100,0
0.638888889,0.611111111,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.333333333,100,0,0.298142397,100,0.074535599,0.722222222,100,0.333333333,0.322987597,100,100,0
0.611111111,0.583333333,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.361111111,100,0,0.322987597,100,0.099380799,0.722222222,100,100,0.322987597,100,100,0
0.583333333,0.555555556,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.388888889,100,0,0.322987597,100,0.124225999,0.722222222,100,100,0.322987597,100,100,0
0.555555556,0.527777778,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.416666667,100,0,0.322987597,100,0.149071198,0.722222222,100,100,0.322987597,100,100,0
0.527777778,0.5,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.444444444,100,0,0.322987597,100,0.149071198,0.722222222,100,100,0.322987597,100,100,0
0.5,0.472222222,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.472222222,100,0,0.322987597,100,100,0.722222222,100,100,0.322987597,100,100,0
0.472222222,0.444444444,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.5,100,0,0.322987597,100,100,0.722222222,100,100,0.322987597,100,100,0
0.444444444,0.416666667,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.527777778,100,0,0.322987597,100,100,0.722222222,100,100,0.322987597,100,100,0
0.416666667,0.388888889,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.555555556,100,0,0.322987597,100,100,0.722222222,100,100,0.322987597,100,100,0
0.388888889,0.361111111,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.583333333,100,0,0.322987597,100,100,0.722222222,100,100,0.322987597,100,100,0
0.361111111,0.333333333,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.611111111,100,0,0.322987597,100,100,0.722222222,100,100,0.322987597,100,100,0
0.333333333,0.305555556,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.638888889,100,0,0.322987597,100,100,0.722222222,100,100,0.298142397,100,100,0
0.305555556,0.277777778,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.666666667,100,0,0.322987597,100,100,0.722222222,100,100,0.273297197,100,100,0
0.277777778,0.25,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.694444444,100,0,0.322987597,100,100,0.722222222,100,100,0.248451997,100,100,0
0.25,0.222222222,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.722222222,100,0,0.322987597,100,100,0.722222222,100,100,0.223606798,100,100,0
0.222222222,0.194444444,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.75,100,0,0.322987597,100,100,0.722222222,100,100,0.198761598,100,100,0
0.194444444,0.166666667,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.777777778,100,0,0.322987597,100,100,0.722222222,100,100,0.173916398,100,100,0
0.166666667,0.138888889,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.805555556,100,0,0.322987597,100,100,0.722222222,100,100,0.149071198,100,100,0
0.138888889,0.111111111,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.833333333,100,0,0.322987597,100,100,0.722222222,100,100,0.124225999,100,100,0
0.111111111,0.083333333,100,0.099380799,100,100,0.222222222,100,100,0.099380799,100,100,0.861111111,100,0,0.322987597,100,100,0.722222222,100,100,0.099380799,100,100,0
0.083333333,0.055555556,100,0.074535599,100,100,0.222222222,100,100,0.099380799,100,100,0.888888889,100,0,0.322987597,100,100,0.722222222,100,100,0.074535599,100,100,0
0.055555556,0.027777778,100,0.049690399,100,100,0.222222222,100,100,0.099380799,100,100,0.916666667,100,0,0.322987597,100,100,0.722222222,100,100,0.049690399,100,100,0
0.027777778,0,100,0.0248452,100,100,0.222222222,100,100,0.099380799,100,100,0.944444444,100,0,0.322987597,100,100,0.722222222,100,100,0.0248452,100,100,0
0,100,100,0,100,100,0.222222222,100,100,0.099380799,100,100,0.972222222,100,0,0.322987597,100,100,0.722222222,100,100,0,100,100,0
0,100,100,0,100,100,0.277777778,0,0,0.124225999,100,0,0.972222222,100,100,0.298142397,100,100,0.666666667,100,100,0,100,100,3
0.027777778,100,0,0.0248452,100,0,0.277777778,100,0,0.124225999,100,0,0.944444444,100,100,0.298142397,100,100,0.666666667,100,100,0.0248452,100,100,2
0.055555556,100,0,0.049690399,100,0,0.277777778,100,0,0.124225999,100,0,0.916666667,100,100,0.298142397,100,100,0.666666667,0.166666667,100,0.049690399,100,100,2
0.055555556,100,100,0.049690399,100,0,0.333333333,100,0,0.149071198,100,0.0248452,0.916666667,100,100,0.273297197,100,100,0.611111111,0.111111111,100,0.049690399,100,100,3
0.055555556,100,100,0.049690399,100,0.0248452,0.388888889,100,0,0.173916398,100,0.049690399,0.916666667,100,100,0.248451997,100,100,0.555555556,0.055555556,100,0.049690399,100,100,3
0.055555556,100,100,0.049690399,100,100,0.444444444,100,0,0.198761598,100,0.074535599,0.916666667,100,100,0.223606798,100,100,0.5,0,100,0.049690399,100,100,3
0.055555556,100,100,0.049690399,100,100,0.5,100,0,0.223606798,100,0.099380799,0.916666667,100,100,0.198761598,100,100,0.444444444,100,100,0.049690399,100,100,3
0.083333333,0,0,0.074535599,100,0,0.5,100,0.222222222,0.223606798,100,0.099380799,0.888888889,100,100,0.198761598,100,100,0.444444444,100,100,0.074535599,100,100,2
0.111111111,100,0,0.099380799,100,0.0248452,0.5,100,0.222222222,0.223606798,100,0.099380799,0.861111111,100,100,0.198761598,100,100,0.444444444,100,100,0.099380799,100,100,2
0.138888889,100,0,0.124225999,100,0.049690399,0.5,100,0.222222222,0.223606798,100,100,0.833333333,100,100,0.198761598,100,100,0.444444444,100,100,0.124225999,100,100,2
0.166666667,100,0,0.149071198,100,0.074535599,0.5,100,0.222222222,0.223606798,100,100,0.805555556,100,100,0.198761598,100,100,0.444444444,100,100,0.149071198,100,100,2
0.194444444,100,0,0.173916398,100,0.099380799,0.5,100,100,0.223606798,100,100,0.777777778,100,100,0.198761598,100,100,0.444444444,100,100,0.173916398,100,100,2
0.222222222,100,0,0.198761598,100,0.099380799,0.5,100,100,0.223606798,100,100,0.75,100,100,0.198761598,100,100,0.444444444,100,100,0.198761598,100,100,2
0.25,100,0,0.223606798,100,0.099380799,0.5,100,100,0.223606798,100,100,0.722222222,100,100,0.198761598,100,100,0.444444444,100,100,0.198761598,100,100,2
0.277777778,100,0,0.223606798,100,100,0.5,100,100,0.223606798,100,100,0.694444444,100,100,0.198761598,100,100,0.444444444,100,100,0.198761598,100,100,2
0.305555556,100,0,0.223606798,100,100,0.5,100,100,0.223606798,100,100,0.666666667,100,100,0.198761598,100,100,0.444444444,100,100,0.198761598,100,100,2
0.333333333,100,0,0.223606798,100,100,0.5,100,100,0.223606798,100,100,0.638888889,100,100,0.198761598,100,100,0.444444444,100,100,0.198761598,100,100,2
0.361111111,100,0,0.223606798,100,100,0.5,100,100,0.223606798,100,100,0.611111111,100,100,0.198761598,100,100,0.444444444,100,100,0.198761598,100,100,2
0.388888889,100,0,0.223606798,100,100,0.5,100,100,0.223606798,100,100,0.583333333,100,100,0.198761598,100,100,0.444444444,100,100,0.198761598,100,100,2
0.416666667,100,0,0.223606798,100,100,0.5,100,100,0.223606798,100,100,0.555555556,100,100,0.198761598,100,100,0.444444444,100,100,0.198761598,100,100,2
0.444444444,100,0,0.223606798,100,100,0.5,100,100,0.223606798,100,100,0.527777778,100,100,0.198761598,100,100,0.444444444,100,100,0.198761598,100,100,2
0.472222222,100,0,0.223606798,100,100,0.5,100,100,0.223606798,100,100,0.5,100,100,0.198761598,100,100,0.444444444,100,100,0.198761598,100,100,2
0.5,100,0,0.223606798,100,100,0.5,100,100,0.223606798,100,100,0.472222222,100,100,0.198761598,100,100,0.444444444,100,100,0.198761598,100,100,2
0.527777778,100,0,0.223606798,100,100,0.5,100,100,0.223606798,100,100,0.444444444,100,100,0.198761598,100,100,0.444444444,100,100,0.198761598,100,100,2
0.527777778,100,100,0.198761598,100,100,0.444444444,100,100,0.198761598,100,100,0.444444444,100,100,0.223606798,100,100,0.5,100,0,0.223606798,100,0,1
0.527777778,100,100,0.173916398,100,100,0.388888889,100,100,0.173916398,100,100,0.444444444,100,100,0.248451997,100,100,0.555555556,100,0,0.248451997,100,0.0248452,1
0.527777778,100,100,0.149071198,100,100,0.333333333,100,100,0.149071198,100,100,0.444444444,100,100,0.273297197,100,100,0.611111111,100,0,0.273297197,100,0.049690399,1
0.527777778,100,100,0.124225999,100,100,0.277777778,100,100,0.124225999,100,100,0.444444444,100,100,0.298142397,100,100,0.666666667,100,0,0.298142397,100,0.074535599,1
0.555555556,100,0,0.124225999,100,100,0.277777778,100,100,0.124225999,100,100,0.416666667,100,100,0.298142397,100,100,0.666666667,100,100,0.298142397,100,0,2
0.583333333,100,0,0.124225999,100,100,0.277777778,100,100,0.124225999,100,100,0.388888889,100,100,0.298142397,100,100,0.666666667,100,100,0.298142397,100,0.0248452,2
0.611111111,100,0,0.124225999,100,100,0.277777778,100,100,0.124225999,100,100,0.361111111,100,100,0.298142397,100,100,0.666666667,100,100,0.298142397,100,0.049690399,2
0.638888889,100,0,0.124225999,100,100,0.277777778,100,100,0.124225999,100,100,0.333333333,100,100,0.298142397,100,100,0.666666667,100,100,0.298142397,100,0.074535599,2
0.666666667,100,0,0.124225999,100,100,0.277777778,100,100,0.124225999,100,100,0.305555556,100,100,0.273297197,100,100,0.666666667,100,100,0.298142397,100,100,2
0.694444444,100,0,0.124225999,100,100,0.277777778,100,100,0.124225999,100,100,0.277777778,100,100,0.248451997,100,100,0.666666667,100,100,0.298142397,100,100,2
0.722222222,100,0,0.124225999,100,100,0.277777778,100,100,0.124225999,100,100,0.25,100,100,0.223606798,100,100,0.666666667,100,100,0.298142397,100,100,2
0.75,100,0,0.124225999,100,100,0.277777778,100,100,0.124225999,100,100,0.222222222,100,100,0.198761598,100,100,0.666666667,100,100,0.298142397,100,100,2
0.777777778,100,0,0.124225999,100,100,0.277777778,100,100,0.124225999,100,100,0.194444444,100,100,0.173916398,100,100,0.666666667,100,100,0.298142397,100,100,2
0.805555556,100,0,0.124225999,100,100,0.277777778,100,100,0.124225999,100,100,0.166666667,100,100,0.149071198,100,100,0.666666667,100,100,0.298142397,100,100,2
0.833333333,100,0,0.124225999,100,100,0.277777778,100,100,0.124225999,0.099380799,100,0.138888889,100,100,0.124225999,100,100,0.666666667,100,100,0.298142397,100,100,2
0.861111111,100,0,0.124225999,100,100,0.277777778,100,100,0.099380799,100,100,0.111111111,100,100,0.099380799,100,100,0.666666667,100,100,0.298142397,100,100,2
0.888888889,100,0,0.124225999,100,100,0.277777778,100,100,0.074535599,100,100,0.083333333,100,100,0.074535599,100,100,0.666666667,100,100,0.298142397,100,100,2
0.916666667,100,0,0.124225999,100,100,0.277777778,100,100,0.049690399,100,100,0.055555556,100,100,0.049690399,100,100,0.666666667,100,100,0.298142397,100,100,2
0.944444444,100,0,0.124225999,100,100,0.277777778,100,100,0.0248452,100,100,0.027777778,100,100,0.0248452,100,100,0.666666667,100,100,0.298142397,100,100,2
0.972222222,100,0,0.124225999,100,100,0.277777778,0.222222222,100,0,100,100,0,100,100,0,100,100,0.666666667,100,100,0.298142397,100,100,2
0.972222222,100,100,0.099380799,100,100,0.222222222,0.166666667,100,0,100,100,0,100,100,0,100,100,0.722222222,100,0,0.322987597,100,0,1
0.972222222,100,100,0.074535599,100,100,0.166666667,0.111111111,100,0,100,100,0,100,100,0,100,100,0.777777778,100,0,0.347832796,100,0.0248452,1
0.972222222,100,100,0.049690399,100,100,0.111111111,0.055555556,100,0,100,100,0,100,100,0,100,100,0.833333333,100,0,0.372677996,100,0.049690399,1
0.972222222,100,100,0.0248452,100,100,0.055555556,0,100,0,100,100,0,100,100,0,100,100,0.888888889,100,0,0.397523196,100,0.074535599,1
0.972222222,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0,100,100,0.944444444,100,0,0.422368396,100,0.099380799,1
0.944444444,100,100,0,100,100,0,100,100,0,100,100,0.027777778,0,0,0.0248452,100,0,0.944444444,100,0.222222222,0.422368396,100,0.099380799,0
0.916666667,100,100,0,100,100,0,100,100,0,100,100,0.055555556,100,0,0.049690399,100,0.0248452,0.944444444,100,0.222222222,0.422368396,100,0.099380799,0
0.888888889,100,100,0,100,100,0,100,100,0,100,100,0.083333333,100,0,0.074535599,100,0.049690399,0.944444444,100,0.222222222,0.422368396,100,0.099380799,0
0.861111111,100,100,0,100,100,0,100,100,0,100,100,0.111111111,100,0,0.099380799,100,0.074535599,0.944444444,100,0.222222222,0.422368396,100,0.099380799,0
0.833333333,100,100,0,100,100,0,100,100,0,100,100,0.138888889,100,0,0.124225999,100,0.099380799,0.944444444,100,0.222222222,0.422368396,100,100,0
0.805555556,100,100,0,100,100,0,100,100,0,100,100,0.166666667,100,0,0.149071198,100,0.099380799,0.944444444,100,0.222222222,0.422368396,100,100,0
0.777777778,100,100,0,100,100,0,100,100,0,100,100,0.194444444,100,0,0.173916398,100,0.099380799,0.944444444,0.611111111,0.222222222,0.422368396,100,100,0
0.75,100,100,0,100,100,0,100,100,0,100,100,0.222222222,100,0,0.198761598,100,0.099380799,0.944444444,100,100,0.422368396,100,100,0
0.722222222,100,100,0,100,100,0,100,100,0,100,100,0.25,100,0,0.223606798,100,0.099380799,0.944444444,100,100,0.422368396,100,100,0
0.694444444,100,100,0,100,100,0,100,100,0,100,100,0.277777778,100,0,0.248451997,100,100,0.944444444,100,100,0.422368396,100,100,0
0.666666667,100,100,0,100,100,0,100,100,0,100,100,0.305555556,100,0,0.273297197,100,100,0.944444444,100,100,0.422368396,100,100,0
0.638888889,100,100,0,100,100,0,100,100,0,100,100,0.333333333,100,0,0.298142397,100,100,0.944444444,100,100,0.422368396,100,100,0
0.611111111,100,100,0,100,100,0,100,100,0,100,100,0.361111111,100,0,0.322987597,100,100,0.944444444,100,100,0.422368396,100,100,0
0.583333333,100,100,0,100,100,0,100,100,0,100,100,0.388888889,100,0,0.347832796,100,100,0.944444444,100,100,0.422368396,100,100,0
0.555555556,100,100,0,100,100,0,100,100,0,100,100,0.416666667,100,0,0.372677996,100,100,0.944444444,100,100,0.422368396,100,100,0
0.527777778,100,100,0,100,100,0,100,100,0,100,100,0.444444444,100,0,0.397523196,100,100,0.944444444,100,100,0.422368396,100,100,0
0.5,100,100,0,100,100,0,100,100,0,100,100,0.472222222,100,0,0.422368396,100,100,0.944444444,100,100,0.422368396,100,100,0
0.472222222,100,100,0,100,100,0,100,100,0,100,100,0.5,100,0,0.422368396,100,100,0.944444444,100,100,0.422368396,100,100,0
0.444444444,100,100,0,100,100,0,100,100,0,100,100,0.527777778,100,0,0.422368396,0.273297197,100,0.944444444,100,100,0.397523196,100,100,0
0.416666667,100,100,0,100,100,0,100,100,0,100,100,0.555555556,100,0,0.422368396,100,100,0.944444444,100,100,0.372677996,100,100,0
0.388888889,100,100,0,100,100,0,100,100,0,100,100,0.583333333,100,0,0.422368396,100,100,0.944444444,100,100,0.347832796,100,100,0
0.361111111,100,100,0,100,100,0,100,100,0,100,100,0.611111111,100,0,0.422368396,100,100,0.944444444,100,100,0.322987597,100,100,0
0.333333333,100,100,0,100,100,0,100,100,0,100,100,0.638888889,100,0,0.422368396,100,100,0.944444444,100,100,0.298142397,100,100,0
0.305555556,100,100,0,100,100,0,100,100,0,100,100,0.666666667,100,0,0.422368396,100,100,0.944444444,100,100,0.273297197,100,100,0
0.277777778,100,100,0,100,100,0,100,100,0,100,100,0.694444444,100,0,0.422368396,100,100,0.944444444,100,100,0.248451997,100,100,0
0.25,100,100,0,100,100,0,100,100,0,100,100,0.722222222,100,0,0.422368396,100,100,0.944444444,100,100,0.223606798,100,100,0
